Category,Url,Product Title,SKU,Price,Save percent,Product list price,Image url,Product details,UPC,Available Options,Manufacturer Resources,Product Gallery,About the Manufacturer,Collection
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-009968-durasquare-22-1-2-inch-glass-inserts-for-metal-console-003113-003114.html,"Duravit 009968 DuraSquare 22-1/2 Inch Glass Inserts for Metal Console # 003113, 003114 0099688600 0099688400...",0099688800,$89.68,31%,$130.00,https://www.kbauthority.com/images/T/310/009968_Duravit.png,"Duravit 009968 DuraSquare 22-1/2 Inch Glass Inserts for Metal Console # 003113, 003114
	Duravit has been the Proud Recipient of Numerous International Design Awards.These Awards Celebrate Bold Design, which has Become Duravit’s Hallmark over the Years.Each Duravit Designer is a Specialist in His Field – a Prominent Global Innovator with an Inherent Sense for Good Design. Good Design, as Duravit and Its Designers See It, is never at the Expense of Practicality – Neither is Interested in “Design for Design’s Sake”.That’s You, the Bathroom User, and Your Own Set of Needs and Requirements. Thanks to an Ongoing Dialogue with Its Trade Partners and Sanitary Ware Dealers, Duravit is Best Able to Address these Needs and Requirements in the Brand’s Designs. Simply Put, Duravit Recognizes Good Bathroom Design by the Fact that It Seems Specially-Created to Suit All Individual Tastes.This Fusion of Duravit’s Environmentally-Friendly Production Technologies with the Company’s Meticulous Quality Control Results in Products that are Highly Functional and Long-Lasting.At Duravit, Sustainable Materials, Modern Expertise and the Foresight to Recognize What Will be Important Tomorrow Comprise the Essential Ingredients for Beautiful – and Responsible – Living Bathrooms.
	Striking. Precise. Rectangular. and Yet Soft and Flowing.The Durasquare Ceramics Effortlessly Bring Together Apparent Contradictions Whilst also Looking Incredibly Good. Clarity, Precision and Minimalism Run Through the Entire Program, which is Not Only Modern and Timeless But also Sustainable and Durable.
Features:
		Safety Glass
		For Metal Console # 003113
		DuraSquare Collection
Dimensions:
		Length: 22.5 Inch
		Width: 12.25 Inch
		Height: 0.375 Inch
Available Finishes:
		Apricot Pearl: 0099688600
		Black: 0099688400
		Cubic Line: 0099688200
		Flannel Gray: 0099688700
		Jade: 0099688500
		Stone Blue: 0099688800
		White: 0099688300
SKU: 0099688600 0099688400 0099688200 0099688700 0099688500 0099688800 0099688300",04053424516912,"0099688600
Apricot Pearl 
$89.68
0099688400
Black 
$89.68
0099688200
Cubic Line 
$219.60
0099688700
Flannel Gray 
$89.68
0099688500
Jade 
$89.68
0099688800
Stone Blue 
$89.68
0099688300
White 
$89.68","https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_009968.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/405453.png,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",DuraSquare
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-009969-durasquare-18-1-2-inch-glass-inserts-for-metal-consoles.html,Duravit 009969 DuraSquare 18-1/2 Inch Glass Inserts for Metal Consoles 0099698200 0099698300 0099698400 0099698500...,0099698800,$83.93,30%,$120.00,https://www.kbauthority.com/images/T/19/0099698_Duravit.png,"Duravit 009969 DuraSquare 18-1/2 Inch Glass Inserts for Metal Consoles
	Duravit has been the Proud Recipient of Numerous International Design Awards.These Awards Celebrate Bold Design, which has Become Duravit’s Hallmark over the Years.Each Duravit Designer is a Specialist in His Field – a Prominent Global Innovator with an Inherent Sense for Good Design. Good Design, as Duravit and Its Designers See It, is never at the Expense of Practicality – Neither is Interested in “Design for Design’s Sake”.That’s You, the Bathroom User, and Your Own Set of Needs and Requirements. Thanks to an Ongoing Dialogue with Its Trade Partners and Sanitary Ware Dealers, Duravit is Best Able to Address these Needs and Requirements in the Brand’s Designs. Simply Put, Duravit Recognizes Good Bathroom Design by the Fact that It Seems Specially-Created to Suit All Individual Tastes.This Fusion of Duravit’s Environmentally-Friendly Production Technologies with the Company’s Meticulous Quality Control Results in Products that are Highly Functional and Long-Lasting.At Duravit, Sustainable Materials, Modern Expertise and the Foresight to Recognize What Will be Important Tomorrow Comprise the Essential Ingredients for Beautiful – and Responsible – Living Bathrooms.
	Striking. Precise. Rectangular. and Yet Soft and Flowing.The Durasquare Ceramics Effortlessly Bring Together Apparent Contradictions Whilst also Looking Incredibly Good. Clarity, Precision and Minimalism Run Through the Entire Program, which is Not Only Modern and Timeless But also Sustainable and Durable.
Features:
		Safety Glass
		DuraSquare Collection
Dimensions:
		Length: 18.5 Inch
		Width: 15 Inch
		Height: 0.375 Inch
Available Finishes:
		Cubic Line: 0099698200
		White: 0099698300
		Black: 0099698400
		Jade: 0099698500
		Apricot Pearl: 0099698600
		Flannel Gray: 0099698700
		Stone Blue: 0099698800
SKU: 0099698200 0099698300 0099698400 0099698500 0099698600 0099698700 0099698800",04053424890517,"0099698200
Cubic Line 
$210.98
0099698300
White 
$83.93
0099698400
Black 
$83.93
0099698500
Jade 
$83.93
0099698600
Apricot Pearl 
$83.93
0099698700
Flannel Gray 
$83.93
0099698800
Stone Blue 
$83.93","https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_009969.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/405446.png,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",DuraSquare
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-009970-durasquare-45-3-4-inch-glass-inserts-for-metal-consoles.html,Duravit 009970 DuraSquare 45-3/4 Inch Glass Inserts for Metal Consoles 0099708200 0099708300 0099708400 0099708500...,0099708800,$170.73,33%,$255.00,https://www.kbauthority.com/images/T/19/0099708_Duravit.png,"Duravit 009970 DuraSquare 45-3/4 Inch Glass Inserts for Metal Consoles
	Duravit has been the Proud Recipient of Numerous International Design Awards.These Awards Celebrate Bold Design, which has Become Duravit’s Hallmark over the Years.Each Duravit Designer is a Specialist in His Field – a Prominent Global Innovator with an Inherent Sense for Good Design. Good Design, as Duravit and Its Designers See It, is never at the Expense of Practicality – Neither is Interested in “Design for Design’s Sake”.That’s You, the Bathroom User, and Your Own Set of Needs and Requirements. Thanks to an Ongoing Dialogue with Its Trade Partners and Sanitary Ware Dealers, Duravit is Best Able to Address these Needs and Requirements in the Brand’s Designs. Simply Put, Duravit Recognizes Good Bathroom Design by the Fact that It Seems Specially-Created to Suit All Individual Tastes.This Fusion of Duravit’s Environmentally-Friendly Production Technologies with the Company’s Meticulous Quality Control Results in Products that are Highly Functional and Long-Lasting.At Duravit, Sustainable Materials, Modern Expertise and the Foresight to Recognize What Will be Important Tomorrow Comprise the Essential Ingredients for Beautiful – and Responsible – Living Bathrooms.
	Striking. Precise. Rectangular. and Yet Soft and Flowing.The Durasquare Ceramics Effortlessly Bring Together Apparent Contradictions Whilst also Looking Incredibly Good. Clarity, Precision and Minimalism Run Through the Entire Program, which is Not Only Modern and Timeless But also Sustainable and Durable.
Features:
		Safety Glass
		Durasquare Collection
Dimensions:
		Length: 45.875 Inch
		Width: 15 Inch
		Height: 0.375 Inch
Available Finishes:
		Cubic Line: 0099708200
		White: 0099708300
		Black: 0099708400
		Jade: 0099708500
		Apricot Pearl: 0099708600
		Flannel Gray: 0099708700
		Stone Blue: 0099708800
SKU: 0099708200 0099708300 0099708400 0099708500 0099708600 0099708700 0099708800",04053424890555,"0099708200
Cubic Line 
$345.51
0099708300
White 
$170.73
0099708400
Black 
$170.73
0099708500
Jade 
$170.73
0099708600
Apricot Pearl 
$170.73
0099708700
Flannel Gray 
$170.73
0099708800
Stone Blue 
$170.73","https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_009970.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/405447.png,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",DuraSquare
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-08571700002-d-code-8-1-2-x-8-7-8-inch-siphon-cover-for-070545-washbasin.html,DURAVIT 08571700002 D-CODE 8-1/2 X 8-7/8 INCH SIPHON COVER FOR 070545 WASHBASIN,08571700002,$98.30, 32%,$145.00,https://www.kbauthority.com/images/T/33/44776_web2_prod_normal_2-01.jpg,"Duravit 08571700002 D-Code 8-1/2 x 8-7/8 Inch Siphon Cover for 070545 Washbasin
Features:  
		Width: 8-1/2""
		Depth: 8-7/8""
		White finish
		Material: vitreous china
		Compatible models: Duravit 070545 Washbasin
SKU: 08571700002",04021534395420,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",D-Code
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-08571800002-d-code-siphon-cover-for-washbasin.html,DURAVIT 08571800002 D-CODE SIPHON COVER FOR WASHBASIN,08571800002,$109.79, 33%,$165.00,https://www.kbauthority.com/images/T/33/44787_web2_prod_normal_2-01.jpg,"Duravit 08571800002 D-Code  Siphon Cover for Washbasin
Product Features: 
			Constructed of vitreous China, ensuring durability and dependability
			High quality finish - will resist rust and corrosion through everyday use
			Coordinates seamlessly with the D-Code collections
			Secure mounting assembly
			White finish
			Compatible with: Duravit 231065, 231060, 231055, 034812 Washbasins
SKU: 08571800002",04021534395413,,"https://www.kbauthority.com/files/PDF/Duravit/085718.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410377.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410378.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410379.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410380.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",D-Code
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0857900000-1930-pedestal-for-washbasin-043870-and-043880.html,DURAVIT 0857900000 1930 PEDESTAL FOR WASHBASIN 043870 AND 043880,0857900000,$265.59, 37%,$420.00,https://www.kbauthority.com/images/T/5/42325_web2_prod_normal_2-02-01.jpg,"Duravit 0857900000 1930 Pedestal for Washbasin 043870 and 043880
Features: 
		Floor Mounted
		Material: Vitreous China
		Mounting Hardware Included
		Finish: White
SKU: 0857900000",04021534107894,,"https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_085790.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410425.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410426.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410427.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410428.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",1930 Series
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0857910000-1930-pedestal-for-washbasin-043860.html,DURAVIT 0857910000 1930 PEDESTAL FOR WASHBASIN 043860,0857910000,$245.47, 36%,$385.00,https://www.kbauthority.com/images/T/12/42325_web2_prod_normal_2-01-01-01.jpg,"Duravit 0857910000 1930 Pedestal for Washbasin 043860
Features:   
		Floor Mounted
		Material: Vetrious China
		Mounting Hardware Included
		Depth: 10.04""
		Width: 10.62""
		Finish: White
SKU: 0857910000",04021534107948,,"https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_085791.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410421.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410422.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410423.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410424.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",1930 Series
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858260000-darling-new-7-18-x-9-inch-siphon-cover-for-washbasin-073147.html,DURAVIT 0858260000 DARLING NEW 7-18 X 9 INCH SIPHON COVER FOR WASHBASIN 073147,0858260000,$144.87, 31%,$210.00,https://www.kbauthority.com/images/T/11/637829_web2_prod_normal_2-01-01.jpg,"Duravit 0858260000 Darling New 7-1/8 x 9 Inch Siphon Cover for Washbasin 073147
Features: 
		Material: Vitreous China
		Width: 7-1/8""
		Depth: 9""
		Theme: Modern
		Finish: White
SKU: 0858260000",04021534606335,,"https://www.kbauthority.com/files/PDF/Duravit/085826.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410417.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410418.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410419.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410420.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Darling New
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858270000-happy-d.2-22-7-8-inch-pedestal.html,DURAVIT 0858270000 HAPPY D.2 22-7/8 INCH PEDESTAL,0858270000,$147.74, 31%,$215.00,https://www.kbauthority.com/images/T/18/1655579_web2_prod_normal_2-01-01.jpg,"Duravit 0858270000 Happy D.2 22-7/8 Inch Pedestal
Features: 
		Floor Mounted
		Material: Vitreous China
		Height: 22-7/8""
		Mounting Hardware Included
		Theme: Modern
		Finish: White
		Compatible with: Duravit 231680, 231665, 231660 Washbasins
SKU: 0858270000",04021534848827,,"https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_085827.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410413.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410414.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410415.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410416.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Happy D.2
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858280000-happy-d.2-siphon-cover.html,DURAVIT 0858280000 HAPPY D.2 SIPHON COVER,0858280000,$141.99, 31%,$205.00,https://www.kbauthority.com/images/T/29/1655580_web2_prod_normal_2-01.jpg,"Duravit 0858280000 Happy D.2 Siphon Cover for 231680 231665 231660
Features: 
		Wall Mounted
		Material: Vitreous China
		Mounting Hardware Included
		Theme: Modern
		Finish: White
		Compatible with: Duravit 231680, 231665, 231660 Washbasins
SKU: 0858280000",04021534848803,,"https://www.kbauthority.com/files/PDF/Duravit/085828.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410409.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410410.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410411.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410412.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Happy D.2
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858290000-durastyle-22-5-8-inch-pedestal.html,DURAVIT 0858290000 DURASTYLE 22-5/8 INCH PEDESTAL,0858290000,$112.67, 34%,$170.00,https://www.kbauthority.com/images/T/17/1653725_web2_prod_normal_2-01-01.jpg,"Duravit 0858290000 DuraStyle Pedestal for 25-5/8 Inch Washbasin
Features: 
		Floor Mounted
		Height: 22-5/8""
		Material: Vitreous China
		Mounting Hardware Included
		Theme: Modern
		Finish: White
		Compatable with: Duravit 231965, 23160, 231955 Washbasins
SKU: 0858290000",04021534862014,,"https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_085829.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410405.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410406.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410407.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410408.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",DuraStyle
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858310000-durastyle-siphon-cover-for-handrinse-washbasin-070485.html,DURAVIT 0858310000 DURASTYLE SIPHON COVER FOR HANDRINSE WASHBASIN 070485,0858310000,$112.67, 34%,$170.00,https://www.kbauthority.com/images/T/11/1653727_web2_prod_normal_2-01-01.jpg,"Duravit 0858310000 DuraStyle Siphon Cover for Handrinse Washbasin 070485
Features: 
		Wall Mounted
		Material: Vitreous China
		Mounting Hardware Included
		Theme: Modern
		Finish: White
SKU: 0858310000",04021534893933,,"https://www.kbauthority.com/files/PDF/Duravit/085831.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410397.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410398.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410399.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410400.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",DuraStyle
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858320000-happy-d.2-siphon-cover-for-washbasin-070950.html,DURAVIT 0858320000 HAPPY D.2 SIPHON COVER FOR WASHBASIN 070950,0858320000,$153.49, 32%,$225.00,https://www.kbauthority.com/images/T/12/1655582_web2_prod_normal_2-01-01.jpg,"Duravit 0858320000 Happy D.2 7-1/2 x 9-7/8 Inch Siphon Cover for Washbasin 070950
Features: 
		Wall Mounted
		Width: 7-1/2""
		Depth:9-7/8""
		Material: Vitreous China
		Mounting Hardware Included
		Theme: Modern
		Finish: White
		Compatible with: Washbasin 070950
SKU: 0858320000",04021534855856,,"https://www.kbauthority.com/files/PDF/Duravit/085832.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410393.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410394.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410395.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410396.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Happy D.2
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858330000-starck-2-7-5-8-x-6-7-8-inch-pedestal.html,"Duravit 0858330000 Starck 2 7-5/8"" x 6-7/8"" Inch Pedestal",0858330000,$225.35, 36%,$350.00,https://www.kbauthority.com/images/T/12/1653664_web2_prod_normal_2-01-01.jpg,"Duravit 0858330000 Starck 2 7-5/8"" x 6-7/8"" Inch Pedestal
Features: 
		Floor Mounted
		Height:22-7/8""
		Width: 7-5/8""
		Depth: 6-7/8""
		Material: Vitreous China
		Mounting Hardware Included
		Theme: Modern
		Finish: White
		Compatable with: Duravit 232355, 232360, 232365 Washbasins 
SKU: 0858330000",04021534862953,,"https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_085833.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410389.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410390.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410391.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410392.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Starck 2
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858340000-starck-2-7-7-8-x-12-inch-half-pedestal.html,Duravit 0858340000 Starck 2 7-7/8 x 12 Inch Half Pedestal,0858340000,$193.73, 34%,$295.00,https://www.kbauthority.com/images/T/12/1653666_web2_prod_normal_2-01-01.jpg,"Duravit 0858340000 Starck 2 7-7/8 x 12 Inch Half Pedestal
Features: 
		Wall Mounted
		Width: 7-7/8""
		Depth: 12""
		Material: Vitreous China
		Mounting Hardware Included
		Theme: Modern
		Finish: White
		Compatable with: Duravit 232355, 232360, 232365 Washbasins 
SKU: 0858340000",04021534862984,,"https://www.kbauthority.com/files/PDF/Duravit/085834.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410385.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410386.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410387.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410388.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Starck 2
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858350000-starck-2-22-x-32.3-inch-half-pedestal-for-handrinse-washbasin-071450.html,Duravit 0858350000 Starck 2 22 x 32.3 Inch Half pedestal for Handrinse Washbasin 071450,0858350000,$156.37, 32%,$230.00,https://www.kbauthority.com/images/T/12/1653667_web2_prod_normal_2-01-01.jpg,"Duravit 0858350000 Starck 2 22 x 32.3 Inch Half pedestal for Handrinse Washbasin 071450
Features: 
		Wall Mounted
		Depth: 22""
		Height: 32.3""
		Material: Vitreous China
		Mounting Hardware Included
		Theme: Modern
		Finish: White
SKU: 0858350000",04021534893971,,"https://www.kbauthority.com/files/PDF/Duravit/085835.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/410381.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410382.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410383.jpg,https://www.kbauthority.com/images/D.cache.dpicon/410384.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Starck 2
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0858360000-p3-comforts-6-7-8-inch-pedestal-for-233155-233160-233165-233265-233285-233210-233212-233385-233310-233312-233485-233410-233412.html,"DURAVIT 0858360000 P3 COMFORTS 6 7/8 INCH PEDESTAL FOR # 233155, 233160, 233165, 233265, 233285, 233210, 233212,...",0858360000,$164.99, 33%,$245.00,https://www.kbauthority.com/images/T/311/858360000_Duravit.png,"Duravit 0858360000 P3 Comforts 6 7/8 Inch Pedestal for # 233155, 233160, 233165, 233265, 233285, 233210, 233212, 233385, 233310, 233312, 233485, 233410, 233412
	Duravit has been the proud recipient of numerous international design awards. These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
	Not only in its literal sense, but also in terms of the French word “conforter” – to strengthen. As design satisfies very fundamental human requirements for appearance and functionality, it also demands to be experienced by all the senses. It is to be seen, touched and used - to address and build the user's emotions and personality. P3 Comforts satisfies these needs, and does so with a clean and effortless design.
Features:
		Pedestal
		for # 233155, 233160, 233165, 233265, 233285, 233210, 233212, 233385, 233310, 233312, 233485, 233410, 233412
		Design by Phoenix Design
SKU: 0858360000",04021534988660,,"https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_085836.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
